# time	x	v

160.202668	11315.15962996587	8.225319869077365
160.302668	11315.97888058099	8.159779819867792
160.402668	11316.791603337439	8.094761999351906
160.502668	11317.59785024975	8.030262246367002
160.602668	11318.397672918001	7.966276432906873
160.702668	11319.191122531118	7.902800463857616
160.802668	11319.978249870144	7.839830276735547
160.902668	11320.7591053115	7.777361841427195
161.002668	11321.533738830198	7.715391159931379
161.102668	11322.302200003049	7.653914266103329
161.202668	11323.06453801183	7.592927225400857
161.302668	11323.820801646434	7.53242613463254
161.402668	11324.571039307992	7.472407121707918
161.502668	11325.315299011969	7.412866345389678
161.602668	11326.053628391242	7.353799995047812
161.702668	11326.786074699143	7.295204290415736
